PRODUCT NAME,HSN CODE,UOM,MRP,COST,GST,RETAIL,WHOLESALE,SUPPLIER,RACK,INITIAL STK,STATUS
L&T 3848/1 WALL LIGHT,9405,PC,0,390,18%,585,546, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 5095 WALL LIGHT 3IN1 DUCK,9405,PC,0,495,18%,743,693, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 5576 3IN1 ROTATE,9405,PC,0,785,18%,1178,1099, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 6621 RG CHAIN HANGING,9405,PC,0,494,18%,741,692, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 7002 WALL LIGHT,9405,PC,0,470,18%,705,658, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 708 ALLAHU WALL LIGHT,9405,PC,0,440,18%,660,616, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 753 BK/GD CEILING SHADOW,9405,PC,0,890,18%,1335,1246, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 8317/1 HANGING,9405,PC,0,590,18%,885,826, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 8623/3P GLASS BLK HANGING,9405,PC,0,1390,18%,2085,1946, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 8827/5 HANGING,9405,PC,0,1250,18%,1875,1750, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 8893/6+3 HANGING ANT CHANDLIER,9405,PC,0,2600,18%,3900,3640, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T 9804 SILVER WALL LIGHT,9405,PC,0,590,18%,885,826, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T A201/1P WH+GD,9405,PC,0,400,18%,600,560, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T A85 WALL JELLY LIGHT,9405,PC,0,645,18%,968,903, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T BA73RG BA68RG BALL GLASS HANGING,9405,PC,0,590,18%,885,826, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T F207,9405,PC,0,390,18%,585,546, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T GATELITE 2032,9405,PC,0,600,18%,900,840, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T GATELITE 2129 BG,9405,PC,0,500,18%,750,700, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T GATELITE 518 SMALL D GREY,9405,PC,0,430,18%,645,602, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
"L&T GATELITE 7""BLACK",9405,PC,0,225,18%,338,315, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T GATELITE DUPLEX BIG DILWALE GL09,9405,PC,0,400,18%,600,560, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T GATELITE LEGEND 24W (WH-WW),9405,PC,0,650,18%,975,910, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T J06 DEER WALL LIGHT,9405,PC,0,395,18%,593,553, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T LEAF BROWN WALL LIGHT (ACRYLIC)904,9405,PC,0,325,18%,488,455, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T ROPE HANGING,9405,PC,0,115,18%,173,161, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
L&T S215 RGB ROTATE CEILING,9405,PC,0,1190,18%,1785,1666, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LX 6W CUBE CYLINDER BK-RG-WW,9405,PC,0,400,18%,600,560, PLITE ,,1,AVAILABLE
MPRO 100MM BREAK WHEEL HEAVY,8302,PC,2450,1535,18%,2226,2072, MEENAKSHI TRADING ,,1,AVAILABLE
MPRO 62MM BREAK WHEEL HEAVY,8302,PC,1650,1095,18%,1588,1478, MEENAKSHI TRADING ,,1,AVAILABLE
MPRO 75MM BREAK WHEEL HEAVY,8302,PC,2050,1285,18%,1863,1735, MEENAKSHI TRADING ,,1,AVAILABLE
"PEKT 8"" CYL. LOCK MS31",8302,PC,0,1100,18%,1595,1485, ROSE HARDWARES ,,1,AVAILABLE
PEKT VERTIBOLT KEA-7011 OSK LOCK,8302,PC,0,1307,18%,1895,1764, ROSE HARDWARES ,,1,AVAILABLE
PLITE 9342A BOX LITE,9405,PC,0,650,18%,943,878, PLITE ,,1,AVAILABLE
PLITE PL205 KLITE 689 (2-WAY),9405,PC,0,290,18%,421,392, PLITE ,,1,AVAILABLE
STEELS KNOB MAIKA WENGI,8301,PC,0,20,18%,29,27, ROSE HARDWARES ,,1,AVAILABLE
"TOPPLUS 10"" ALDROP 14MM FANCY LASER-SS",8302,PC,0,145,18%,210,196, ROSE HARDWARES ,,1,AVAILABLE
"TOPPLUS 10"" ALDROP 5MM DELUXE HVY",8302,PC,0,250,18%,363,338, ROSE HARDWARES ,,1,AVAILABLE
TRIPLE BASE FOR HANGING LITE,9405,PC,0,100,18%,150,140, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
"TRUST 8"" CYLINDER LOCK (TOPLINE)",8302,PC,0,1250,18%,1813,1688, ROSE HARDWARES ,,1,AVAILABLE
WUDFIL WOOD FIL (50GM),3208,PC,0,102,18%,148,138, ABIRAMI AGENCY ,,1,AVAILABLE
MOHAN 6MM GLASS RUNNER DOUBLE BEARING,8483,PC,0,24,18%,35,32, MEENAKSHI TRADING ,,1,AVAILABLE
MOHAN 8MM GLASS RUNNER SINGLE BEARING,8483,PC,0,27,18%,39,36, MEENAKSHI TRADING ,,1,AVAILABLE
JAGUAR 2NO. MAGNET,8302,PC,0,13,18%,19,18, HARDWARE POINT ,,1,AVAILABLE
JAGUAR 3NO. MAGNET,8302,PC,0,16,18%,24,22, HARDWARE POINT ,,1,AVAILABLE
JAGUAR 4NO. DOOR MAGNET MINI,8302,PC,0,40,18%,58,54, HARDWARE POINT ,,1,AVAILABLE
WELGRO 25MM BLK VELGRO,5806,PC,0,184,18%,266,248, HARDWARE POINT ,,1,AVAILABLE
"ALMAS 12"" (12MM) ANT TOWER BOLT",8302,PC,0,229,18%,332,309, IMAGE SELECTION ,,1,AVAILABLE
"ALMAS 18"" (12MM) ANT TOWER BOLT",8302,PC,0,343,18%,498,464, IMAGE SELECTION ,,1,AVAILABLE
"ALMAS 24"" (12MM) ANT TOWER BOLT",8302,PC,0,458,18%,664,618, IMAGE SELECTION ,,1,AVAILABLE
"CLASSY 2"" SS GATE HOOK-HVY",8302,PC,0,14,18%,21,19, IMAGE SELECTION ,,1,AVAILABLE
"CLASSY 2.1/2"" SS GATE HOOK-HVY",8302,PC,0,13,18%,19,18, IMAGE SELECTION ,,1,AVAILABLE
"CLASSY 5"" SS GATE HOOK-HVY",8302,PC,0,15,18%,22,20, IMAGE SELECTION ,,1,AVAILABLE
CLASSY 5*1.1/8*3MM BRASS HINGES AB,8302,PC,0,314,18%,455,424, IMAGE SELECTION ,,1,AVAILABLE
"CLASSY 6"" SS-ANT GATE HOOK-HVY",8302,PC,0,17,18%,24,23, IMAGE SELECTION ,,1,AVAILABLE
CLASSY 6*1.1/8*3MM BRASS HINGES AB,8302,PC,0,378,18%,548,510, IMAGE SELECTION ,,1,AVAILABLE
CLASSY 8*10 ANT-SS HEEL,8302,PC,0,245,18%,356,331, IMAGE SELECTION ,,1,AVAILABLE
CPY BELL DOOR MAGNET NO.01 AB,8302,PC,0,104,18%,151,140, IMAGE SELECTION ,,1,AVAILABLE
CPY BELL DOOR MAGNET NO.20 AB BIG,8302,PC,0,109,18%,157,147, IMAGE SELECTION ,,1,AVAILABLE
INDIGO MPL LOCK,8301,PC,0,60,18%,87,81, IMAGE SELECTION ,,1,AVAILABLE
M7 DELUXE DOOR CATCHER GAPSI,8302,PC,0,35,18%,51,48, IMAGE SELECTION ,,1,AVAILABLE
RAJEN MULTIPURPOSE LOCK 12-25MM PAVAN,8301,PC,0,153,18%,222,206, IMAGE SELECTION ,,1,AVAILABLE
"TULIP 5"" CYL ANT DOOR LOCK",8301,PC,0,1232,18%,1786,1663, IMAGE SELECTION ,,1,AVAILABLE
170C ROSE GOLD PIPE BRACKET SET 170D,8302,PC,0,120,18%,174,162, JAI AMBAI HARDWARES ,,1,AVAILABLE
AIR PATH 6*4 BLACK(JAI AMBAI),8302,PC,0,72,18%,104,97, JAI AMBAI HARDWARES ,,1,AVAILABLE
AIR PATH 8*4 BLACK(JAI AMBAI),8302,PC,0,86,18%,125,117, JAI AMBAI HARDWARES ,,1,AVAILABLE
"BHAVANI BEED KALASAM 5""",8301,PC,0,95,18%,138,128, JAI AMBAI HARDWARES ,,1,AVAILABLE
"BHAVANI BEED KALASAM 6""",8301,PC,0,140,18%,203,189, JAI AMBAI HARDWARES ,,1,AVAILABLE
"BHAVANI BEED KALASAM 7""",8301,PC,0,180,18%,261,243, JAI AMBAI HARDWARES ,,1,AVAILABLE
"BHAVANI BEED KALASAM 8""",8301,PC,0,430,18%,623,580, JAI AMBAI HARDWARES ,,1,AVAILABLE
"BHUMI 7"" FLOWER GLEMER ANTIQ HANDLE",8301,PC,0,147,18%,213,198, JAI AMBAI HARDWARES ,,1,AVAILABLE
"BHUMI 7"" FLOWER GLEMER SS HANDLE",8301,PC,0,117,18%,170,158, JAI AMBAI HARDWARES ,,1,AVAILABLE
"BHUMI 8"" RING KALASH VELAN ANTIQ HANDLE",8301,PC,0,192,18%,278,259, JAI AMBAI HARDWARES ,,1,AVAILABLE
BRASS L HINGES 4*1/2*12MM,8302,PC,0,130,18%,188,175, JAI AMBAI HARDWARES ,,1,AVAILABLE
BRASS L HINGES 4*1/2*19MM,8302,PC,0,148,18%,215,200, JAI AMBAI HARDWARES ,,1,AVAILABLE
BRASS L HINGES 4*1/2*6MM,8302,PC,0,112,18%,162,151, JAI AMBAI HARDWARES ,,1,AVAILABLE
DAISY WAVE DRAWER LOCK,8302,PC,0,125,18%,181,169, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-BLACK 10"" HANDLE",8302,PC,0,113,18%,164,152, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-BLACK 4"" HANDLE",8302,PC,0,58,18%,84,78, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-BLACK 6"" HANDLE",8302,PC,0,77,18%,111,104, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-BLACK 8"" HANDLE",8302,PC,0,96,18%,139,130, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-PVD GOLD/R/GOLD 10"" HANDLE",8302,PC,0,146,18%,212,198, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-PVD GOLD/R/GOLD 4"" HANDLE",8302,PC,0,72,18%,104,97, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-PVD GOLD/R/GOLD 6"" HANDLE",8302,PC,0,96,18%,139,130, JAI AMBAI HARDWARES ,,1,AVAILABLE
"DRIP199-PVD GOLD/R/GOLD 8"" HANDLE",8302,PC,0,121,18%,175,163, JAI AMBAI HARDWARES ,,1,AVAILABLE
"LAVI BRASS MORTICE LOCK 10"" MONOLISA",8302,PC,0,1600,18%,2320,2160, JAI AMBAI HARDWARES ,,1,AVAILABLE
"LAVI BRASS MORTICE LOCK 7"" S/GOLD",8301,PC,0,590,18%,856,797, JAI AMBAI HARDWARES ,,1,AVAILABLE
"LAVI BRASS MORTICE LOCK 8"" S/GOLD CYL",8301,PC,0,1420,18%,2059,1917, JAI AMBAI HARDWARES ,,1,AVAILABLE
LAXMI DOOR MAGNET NO.5 (SS),3925,PC,0,42,18%,61,57, JAI AMBAI HARDWARES ,,1,AVAILABLE
"MITTAL 10"" CYL LOCK ODIN",8301,PC,0,1500,18%,2175,2025, JAI AMBAI HARDWARES ,,1,AVAILABLE
"MITTAL 10"" CYL LOCK THOR",8301,PC,0,1450,18%,2103,1958, JAI AMBAI HARDWARES ,,1,AVAILABLE
"MITTAL 10"" CYL LOCK THOR - SS",8301,PC,0,1400,18%,2030,1890, JAI AMBAI HARDWARES ,,1,AVAILABLE
"NAMAN GM-N.08 7"" KY ANT/GLOSSY",8301,PC,0,390,18%,565,526, JAI AMBAI HARDWARES ,,1,AVAILABLE
"NAMASH 501 GM SS 8"" CYL M.LOCK",8301,PC,0,800,18%,1160,1080, JAI AMBAI HARDWARES ,,1,AVAILABLE
"NAMASH 7"" KY SS M.LOCK",8301,PC,0,360,18%,522,486, JAI AMBAI HARDWARES ,,1,AVAILABLE
"NAMASH HACTER GM B/G 8"" KEY M.LOCK",8301,PC,0,550,18%,798,743, JAI AMBAI HARDWARES ,,1,AVAILABLE
"NAMASH HOCKEY GM SATIN 8"" CYL M.LOCK",8301,PC,0,800,18%,1160,1080, JAI AMBAI HARDWARES ,,1,AVAILABLE
ONFIT SS003 300MM ANT HANDLE,8302,PC,0,865,18%,1254,1168, JAI AMBAI HARDWARES ,,1,AVAILABLE
ONFIT SS003 300MM BLACK HANDLE,8302,PC,0,825,18%,1197,1114, JAI AMBAI HARDWARES ,,1,AVAILABLE
"PERFECT 1414-1415 11"" BRASS M.LOCK",8302,PC,0,1950,18%,2828,2633, JAI AMBAI HARDWARES ,,1,AVAILABLE
"PERFECT BRASS 11"" MORTICE LOCK CY 1084",8302,PC,0,1800,18%,2610,2430, JAI AMBAI HARDWARES ,,1,AVAILABLE
"ROLEX 10"" HANDLE ANT",8302,PC,0,445,18%,645,601, JAI AMBAI HARDWARES ,,1,AVAILABLE
"YAMA 2.1/2"" SS TOWER BOLT",8302,PC,0,33,18%,48,45, JAI AMBAI HARDWARES ,,1,AVAILABLE
CAMEL 1*1 L-CLAMP,8308,PC,0,2,18%,4,3, JAYA PUSHPAM HARDWARES ,,1,AVAILABLE
"HONDA 6"" ANT DOOR STOPPER",8302,PC,0,62,18%,90,84, KAVERI HARDWARES ,,1,AVAILABLE
KAIZON VASE DOOR MAGNET-ANT,8302,PC,0,100,18%,145,135, KAVERI HARDWARES ,,1,AVAILABLE
KAIZON VASE DOOR MAGNET-SS,8302,PC,0,85,18%,123,115, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (10*8) AIR PATH JALI,8302,PC,0,140,18%,203,189, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (12*4) AIR PATH JALI,8302,PC,0,50,18%,73,68, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (12*6) AIR PATH JALI,8302,PC,0,90,18%,131,122, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (4*4) AIR PATH JALI,8302,PC,0,28,18%,41,38, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (6*4) AIR PATH JALI ANT,8302,PC,0,112,18%,162,151, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (6*4) AIR PATH JALI BLACK,8302,PC,0,92,18%,133,124, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (8*4) AIR PATH JALI  R/GOLD,8302,PC,0,140,18%,203,189, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (8*4) AIR PATH JALI BLACK,8302,PC,0,112,18%,162,151, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI (8*8) AIR PATH JALI,8302,PC,0,115,18%,167,155, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 10"" TIE DISPLAY HOOK",8302,PC,0,20,18%,29,27, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 10"" TIKTOK BLK HANDLE",7604,PC,0,125,18%,181,169, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 1005 KADI HANDLE,8302,PC,0,41,18%,59,55, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 1006 CURTAIN BRACKET,8302,PC,0,175,18%,254,236, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 1032 KADI ANT,8302,PC,0,45,18%,65,61, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 1041 KADI ANT,8302,PC,0,60,18%,87,81, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 12"" D CANDY BLACK HANDLE",7907,PC,0,145,18%,210,196, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 12"" TIE DISPLAY HOOK",8302,PC,0,23,18%,33,31, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 12"" TIKTOK BLACK HANDLE",7907,PC,0,145,18%,210,196, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 2.5MM L-BET DOUBLE BUSH,8302,PC,0,9,18%,13,12, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 3"" PUSH MAGNET WHITE",8302,PC,0,42,18%,61,57, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 38MM DOOM B/A,8302,PC,0,45,18%,65,61, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 4"" 121 KADI R/G-BLK-ANT",8302,PC,0,55,18%,80,74, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 4"" 121 KADI SS T1",8302,PC,0,50,18%,73,68, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 4"" LEG DHOLL 50MM RG",8302,PC,0,125,18%,181,169, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 4"" LEG DHOLL 63MM RG",8302,PC,0,145,18%,210,196, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 4"" LEG NO.22 AYUSH",8302,PC,0,65,18%,94,88, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 4"" LEG NO.23 AYUSH",8302,PC,0,70,18%,102,95, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 514 ROSETTE LOCK PVD FULL,8302,PC,0,2600,18%,3770,3510, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 5MM L-BET DOUBLE BUSH,8302,PC,0,16,18%,23,22, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 6"" HEX ANT TOWER BOLT",8302,PC,0,108,18%,157,146, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 6"" TIKTOK BLACK HANDLE",7907,PC,0,85,18%,123,115, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 6MM GLASS HINGES SET,8302,PC,0,130,18%,189,176, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 8"" TIE DISPLAY HOOK",8302,PC,0,18,18%,26,24, KAVERI HARDWARES ,,1,AVAILABLE
"KAVERI 8"" TIKTOK BLACK HANDLE",7907,PC,0,105,18%,152,142, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 8*10 AIR PATH JALI,8302,PC,0,140,18%,203,189, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 8*12 AIR PATH JALI,8302,PC,0,175,18%,254,236, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 8*4 AIR PATH JALI,8302,PC,0,38,18%,55,51, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI 8*4 AIR PATH JALI PVC,8302,PC,0,40,18%,58,54, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI K-01 SMALL SATIN BLK/RG,8302,PC,0,75,18%,109,101, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI MIRROR STUD 6MM HALF BRACKET,8301,PC,0,11,18%,16,15, KAVERI HARDWARES ,,1,AVAILABLE
KAVERI V KNOB SQUARE COLA KNOB,8302,PC,0,40,18%,58,54, KAVERI HARDWARES ,,1,AVAILABLE
KODIA INDICATOR VACANT LOCK,8302,PC,0,210,18%,304,283, KAVERI HARDWARES ,,1,AVAILABLE
"LC101 4"" CONCEALED ROSEGOLD",8302,PC,0,88,18%,128,119, KAVERI HARDWARES ,,1,AVAILABLE
"LC101 8"" CONCEALED ROSEGOLD",8302,PC,0,156,18%,226,211, KAVERI HARDWARES ,,1,AVAILABLE
MOHAN 6WHEEL JUMBO HVY MP-107 FIX,8302,PC,0,338,18%,490,456, KAVERI HARDWARES ,,1,AVAILABLE
MOHAN 6WHEEL ORANGE MOVING MP-102,8302,PC,0,272,18%,394,367, KAVERI HARDWARES ,,1,AVAILABLE
MOHAN MP-101 BIG 6WHEEL ORANGE FIX,8302,PC,0,168,18%,244,227, KAVERI HARDWARES ,,1,AVAILABLE
MPRO 40MM BREAK WHEEL HEAVY,8302,PC,0,348,18%,505,470, KAVERI HARDWARES ,,1,AVAILABLE
MPRO 50MM BREAK WHEEL HEAVY,8302,PC,0,428,18%,621,578, KAVERI HARDWARES ,,1,AVAILABLE
"POORAN JALPA 10"" SRE S-08",8302,PC,0,820,18%,1189,1107, KAVERI HARDWARES ,,1,AVAILABLE
"POORAN JALPA 12"" SRE S-08",8302,PC,0,900,18%,1305,1215, KAVERI HARDWARES ,,1,AVAILABLE
"POORAN JALPA 8"" SRE S-08",8302,PC,0,450,18%,652,607, KAVERI HARDWARES ,,1,AVAILABLE
"TARANG (314) 12"" BLACK HANDLE",8302,PC,0,900,18%,1305,1215, KAVERI HARDWARES ,,1,AVAILABLE
"TARANG (323) 18""(450MM) PVD RG HANDLE",8302,PC,0,1420,18%,2059,1917, KAVERI HARDWARES ,,1,AVAILABLE
"KEESA 12"" BRASS TOWER BOLT HVY",8302,PC,0,685,18%,993,925, KEESA HARDWARE ,,1,AVAILABLE
"KEESA 4"" 10MM (3/8)BRASS TOWER BOLT",8302,PC,0,125,18%,181,169, KEESA HARDWARE ,,1,AVAILABLE
KEESA 4*1.1/8*1/8 BRASS HINGES ANT,8302,PC,0,159,18%,231,215, KEESA HARDWARE ,,1,AVAILABLE
KEESA 5*1.1/4*5/32 BRASS HINGES ANT,8302,PC,0,319,18%,463,431, KEESA HARDWARE ,,1,AVAILABLE
KEESA 5*1.1/8*2.5MM BRASS HINGES ANT,8302,PC,0,243,18%,352,328, KEESA HARDWARE ,,1,AVAILABLE
KEESA 6*1.1/4*3/16 BRASS HINGES ANT,8302,PC,0,483,18%,700,652, KEESA HARDWARE ,,1,AVAILABLE
KEESA 6*1.1/4*5/32 BRASS HINGES,8302,PC,0,397,18%,575,536, KEESA HARDWARE ,,1,AVAILABLE
KEESA 8*1.1/2*3/16 BRASS HINGES ANT,8302,PC,0,897,18%,1300,1210, KEESA HARDWARE ,,1,AVAILABLE
KEESA 8*1.1/4*3/16 BRASS HINGES ANT,8302,PC,0,711,18%,1031,960, KEESA HARDWARE ,,1,AVAILABLE
KEESA A-1071 ANT COAT HOOK FANCY,8302,PC,0,39,18%,57,53, KEESA HARDWARE ,,1,AVAILABLE
KEESA A-1071 SS COAT HOOK FANCY,8302,PC,0,31,18%,45,42, KEESA HARDWARE ,,1,AVAILABLE
KEESA A-1073 COAT HOOK FANCY,8302,PC,0,119,18%,173,161, KEESA HARDWARE ,,1,AVAILABLE
KEESA AW-1003 COT HOOK FANCY,8302,PC,0,115,18%,167,156, KEESA HARDWARE ,,1,AVAILABLE
KEESA AW-1005 COT HOOK FANCY,8302,PC,0,65,18%,95,88, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-403 160MM BLACK HANDLE,8302,PC,0,142,18%,206,192, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-403 224MM BLACK HANDLE,8302,PC,0,171,18%,248,231, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-403 288MM BLACK HANDLE,8302,PC,0,205,18%,297,277, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-403 96MM BLACK HANDLE,8302,PC,0,90,18%,131,122, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-707 MATT 128MM HANDLE,8302,PC,0,90,18%,131,122, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-707 MATT 160MM HANDLE,8302,PC,0,108,18%,157,146, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-707 MATT 224MM HANDLE,8302,PC,0,135,18%,196,182, KEESA HARDWARE ,,1,AVAILABLE
KEESA KE-707 MATT 96MM HANDLE,8302,PC,0,72,18%,104,97, KEESA HARDWARE ,,1,AVAILABLE
KEESA OVEL DOOR STOPPER SATIN ANTIQUE,8302,PC,0,210,18%,304,283, KEESA HARDWARE ,,1,AVAILABLE
KEESA S-108 KNOB BLACK/ALL,8302,PC,0,88,18%,127,118, KEESA HARDWARE ,,1,AVAILABLE
KEESA S-110 KNOB,8302,PC,0,68,18%,98,91, KEESA HARDWARE ,,1,AVAILABLE
MANISH 3MM L-BET DOUBLE BUSH,8302,PC,0,15,18%,22,20, KEESA HARDWARE ,,1,AVAILABLE
MANISH 5MM L-BET DOUBLE BUSH,8302,PC,0,18,18%,26,24, KEESA HARDWARE ,,1,AVAILABLE
LL822 LL834/300MM CEILING,9405,PC,0,790,18%,1185,1106, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LL822 LL834/400MM CEILING,9405,PC,0,1150,18%,1725,1610, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LL9005,9405,PC,0,698,18%,1047,977, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LL9031/5+1 RGD,9405,PC,0,2095,18%,3143,2933, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LL906/2,9405,PC,0,598,18%,897,837, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1037/6,9405,PC,0,2900,18%,4350,4060, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1066,9405,PC,0,390,18%,585,546, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1091,9405,PC,0,690,18%,1035,966, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1094,9405,PC,0,695,18%,1043,973, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1276,9405,PC,0,260,18%,390,364, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1379 LLA1378,9405,PC,0,990,18%,1485,1386, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1425/1P,9405,PC,0,350,18%,525,490, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLA1926,9405,PC,0,580,18%,870,812, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LL-A2125-17 MOTEL CHANDLIER S184,9405,PC,0,8500,18%,12750,11900, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLAY8003A,9405,PC,0,690,18%,1035,966, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD 3314 WF,9405,PC,0,440,18%,660,616, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD3258 WF,9405,PC,0,698,18%,1047,977, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD3300 HG,9405,PC,0,7980,18%,11970,11172, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD3445 HG,9405,PC,0,698,18%,1047,977, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD3616 FGD,9405,PC,0,380,18%,570,532, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD3882 FGB 3IN1 WALL LITE,9405,PC,0,598,18%,897,837, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD5058 WF,9405,PC,0,980,18%,1470,1372, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD5184 WF,9405,PC,0,498,18%,747,697, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD5190 WF,9405,PC,0,490,18%,735,686, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD5266 HG,9405,PC,0,2900,18%,4350,4060, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
LLD5572 AUTO,9405,PC,0,1150,18%,1725,1610, LIGHT AND LIGHT RAPIDAS ,,1,AVAILABLE
